flight_id,status,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,arrival_airport,city,timezone,model,range,ticket_no,amount,fare_conditions,boarding_no,seat_no,book_ref,passenger_id,book_date,total_amount
136645,Arrived,2017-01-05T09:25:00Z,2017-01-05T10:15:00Z,2017-01-05T09:29:00Z,2017-01-05T10:20:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374488   ,6300.00,Economy,22,7D,A168A7,1828 823722,2016-12-07T14:41:00Z,58200.00
136758,Arrived,2017-01-12T09:25:00Z,2017-01-12T10:15:00Z,2017-01-12T09:26:00Z,2017-01-12T10:15:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374640   ,6300.00,Economy,51,7D,C7210A,8542 423289,2016-12-18T14:35:00Z,78000.00
136661,Arrived,2017-01-01T09:25:00Z,2017-01-01T10:15:00Z,2017-01-01T09:27:00Z,2017-01-01T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374148   ,6300.00,Economy,66,7D,89DF02,4610 472144,2016-12-01T19:07:00Z,64200.00
136871,Arrived,2017-01-13T09:25:00Z,2017-01-13T10:15:00Z,2017-01-13T09:28:00Z,2017-01-13T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318956   ,6300.00,Economy,30,7D,887A40,5812 066889,2016-12-22T16:51:00Z,46700.00
136649,Arrived,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319164   ,6300.00,Economy,11,7D,FAC000,0738 916757,2016-12-24T08:16:00Z,34100.00
136669,Arrived,2017-01-17T09:25:00Z,2017-01-17T10:15:00Z,2017-01-17T09:26:00Z,2017-01-17T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319241   ,6300.00,Economy,90,7D,B94556,2779 978026,2016-12-30T13:03:00Z,94600.00
136678,Arrived,2017-01-28T09:25:00Z,2017-01-28T10:15:00Z,2017-01-28T09:27:00Z,2017-01-28T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319487   ,6300.00,Economy,59,7D,966F56,8876 197589,2017-01-05T16:21:00Z,46800.00
136720,Arrived,2017-01-26T09:25:00Z,2017-01-26T10:15:00Z,2017-01-26T09:29:00Z,2017-01-26T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319575   ,6300.00,Economy,67,7D,08CD27,6130 259219,2017-01-03T20:00:00Z,34100.00
136956,Arrived,2017-02-04T09:25:00Z,2017-02-04T10:15:00Z,2017-02-04T09:33:00Z,2017-02-04T10:23:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319865   ,6300.00,Economy,66,7D,2D4AA5,5634 306609,2017-01-04T09:53:00Z,47400.00
136827,Arrived,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320482   ,6300.00,Economy,78,7D,4F9BD7,9709 763400,2017-01-23T02:01:00Z,34100.00
136605,Arrived,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320535   ,6300.00,Economy,54,7D,6D13FF,5748 713133,2017-01-29T14:05:00Z,23400.00
136802,Arrived,2017-02-26T09:25:00Z,2017-02-26T10:15:00Z,2017-02-26T09:32:00Z,2017-02-26T10:22:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320997   ,6300.00,Economy,35,7D,2D9DAA,4734 869268,2017-01-31T23:05:00Z,58100.00
136755,Arrived,2017-01-21T09:25:00Z,2017-01-21T10:15:00Z,2017-01-21T09:30:00Z,2017-01-21T10:20:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374914   ,6300.00,Economy,37,7D,5DEC83,8988 725759,2016-12-22T07:49:00Z,51600.00
136729,Arrived,2017-01-29T09:25:00Z,2017-01-29T10:15:00Z,2017-01-29T09:29:00Z,2017-01-29T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319434   ,6300.00,Economy,40,7D,5288EC,9943 546934,2016-12-31T04:36:00Z,23400.00
136838,Arrived,2017-01-24T09:25:00Z,2017-01-24T10:15:00Z,2017-01-24T09:30:00Z,2017-01-24T10:21:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319480   ,6300.00,Economy,27,7D,3148F4,9390 927504,2017-01-01T01:13:00Z,46800.00
136754,Arrived,2017-02-06T09:25:00Z,2017-02-06T10:15:00Z,2017-02-06T09:29:00Z,2017-02-06T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319826   ,6300.00,Economy,27,7D,BD13AD,4091 981156,2017-01-14T18:13:00Z,23400.00
136823,Arrived,2017-02-05T09:25:00Z,2017-02-05T10:15:00Z,2017-02-05T09:27:00Z,2017-02-05T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319913   ,6300.00,Economy,4,7D,766406,8333 218366,2017-01-12T13:02:00Z,47400.00
136875,Arrived,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320475   ,6300.00,Economy,5,7D,230D58,9334 509764,2017-01-24T21:49:00Z,47400.00
136632,Arrived,2017-01-07T09:25:00Z,2017-01-07T10:15:00Z,2017-01-07T12:42:00Z,2017-01-07T13:33:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374674   ,6300.00,Economy,1,7D,F0A0B9,8057 619766,2016-12-12T23:11:00Z,32400.00
136819,Arrived,2017-01-04T09:25:00Z,2017-01-04T10:15:00Z,2017-01-04T09:29:00Z,2017-01-04T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318153   ,6300.00,Economy,75,7D,E6C049,6101 749153,2016-12-05T15:55:00Z,47300.00
136937,Arrived,2017-01-03T09:25:00Z,2017-01-03T10:15:00Z,2017-01-03T09:29:00Z,2017-01-03T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318214   ,6300.00,Economy,26,7D,3E7062,7628 890986,2016-12-01T22:36:00Z,23400.00
136927,Arrived,2017-01-22T09:25:00Z,2017-01-22T10:15:00Z,2017-01-22T09:28:00Z,2017-01-22T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319347   ,6300.00,Economy,53,7D,B7E6B7,8283 269308,2016-12-29T17:26:00Z,46800.00
136900,Arrived,2017-02-01T09:25:00Z,2017-02-01T10:15:00Z,2017-02-01T09:30:00Z,2017-02-01T10:21:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319799   ,6300.00,Economy,17,7D,6D8CBA,6898 954660,2017-01-13T12:47:00Z,23400.00
136654,Arrived,2017-01-19T09:25:00Z,2017-01-19T10:15:00Z,2017-01-19T09:28:00Z,2017-01-19T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375185   ,6300.00,Economy,75,7D,161EC0,2286 284632,2016-12-27T04:36:00Z,32400.00
136951,Arrived,2017-02-02T09:25:00Z,2017-02-02T10:15:00Z,2017-02-02T09:28:00Z,2017-02-02T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319920   ,6300.00,Economy,80,7D,C2063E,4562 687725,2017-01-14T06:45:00Z,58100.00
136672,Arrived,2017-02-03T09:25:00Z,2017-02-03T10:15:00Z,2017-02-03T09:28:00Z,2017-02-03T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319987   ,6300.00,Economy,87,7D,96D5CA,3101 618274,2017-01-10T15:40:00Z,46800.00
136600,Arrived,2017-02-08T09:25:00Z,2017-02-08T10:15:00Z,2017-02-08T09:26:00Z,2017-02-08T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320036   ,6300.00,Economy,21,7D,19AE4E,7488 419549,2017-01-12T15:36:00Z,23400.00
136815,Arrived,2017-02-19T09:25:00Z,2017-02-19T10:15:00Z,2017-02-19T09:26:00Z,2017-02-19T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320286   ,6300.00,Economy,26,7D,59660F,0762 562709,2017-01-19T08:21:00Z,23400.00
136780,Arrived,2017-02-24T09:25:00Z,2017-02-24T10:15:00Z,2017-02-24T09:30:00Z,2017-02-24T10:20:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320588   ,6300.00,Economy,63,7D,2213AE,0029 283431,2017-01-22T16:40:00Z,80900.00
136778,Arrived,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320614   ,6300.00,Economy,3,7D,1848D1,0837 707396,2017-01-22T06:11:00Z,36000.00
136953,Arrived,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320799   ,6300.00,Economy,46,7D,07771B,0445 736661,2017-01-30T07:03:00Z,23400.00
136630,Arrived,2017-02-25T09:25:00Z,2017-02-25T10:15:00Z,2017-02-25T09:32:00Z,2017-02-25T10:22:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432321005   ,6300.00,Economy,3,7D,7E8174,3028 422300,2017-02-05T17:04:00Z,34100.00
136706,Arrived,2017-01-06T09:25:00Z,2017-01-06T10:15:00Z,2017-01-06T09:30:00Z,2017-01-06T10:20:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318593   ,6300.00,Economy,95,7D,031CF4,1895 906122,2016-12-13T20:32:00Z,70600.00
136571,Arrived,2017-01-25T09:25:00Z,2017-01-25T10:15:00Z,2017-01-25T09:28:00Z,2017-01-25T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319169   ,6300.00,Economy,95,7D,6DEE3B,5982 076778,2017-01-01T00:18:00Z,58100.00
136757,Arrived,2017-01-27T09:25:00Z,2017-01-27T10:15:00Z,2017-01-27T09:30:00Z,2017-01-27T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319663   ,6300.00,Economy,39,7D,38B9CC,8143 928321,2017-01-07T12:46:00Z,47400.00
136620,Arrived,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320308   ,6300.00,Economy,56,7D,141839,9068 812690,2017-01-22T04:02:00Z,23400.00
136936,Arrived,2017-01-02T09:25:00Z,2017-01-02T10:15:00Z,2017-01-02T09:28:00Z,2017-01-02T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374398   ,6300.00,Economy,24,7D,12E581,1369 127823,2016-12-12T15:02:00Z,26100.00
136781,Arrived,2017-01-14T09:25:00Z,2017-01-14T10:15:00Z,2017-01-14T09:26:00Z,2017-01-14T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374908   ,6300.00,Economy,73,7D,C47F8F,9003 822625,2016-12-27T07:19:00Z,25800.00
136869,Arrived,2017-01-31T09:25:00Z,2017-01-31T10:15:00Z,2017-01-31T09:26:00Z,2017-01-31T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375409   ,6300.00,Economy,86,7D,BF1237,9438 323283,2017-01-03T01:33:00Z,39000.00
136841,Arrived,2017-02-07T09:25:00Z,2017-02-07T10:15:00Z,2017-02-07T09:25:00Z,2017-02-07T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375746   ,6300.00,Economy,27,7D,CA6FE3,0288 301430,2017-01-14T17:18:00Z,25800.00
136666,Arrived,2017-02-09T09:25:00Z,2017-02-09T10:15:00Z,2017-02-09T09:26:00Z,2017-02-09T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375885   ,6300.00,Economy,15,7D,45E8DA,1886 729705,2017-01-15T12:31:00Z,32400.00
136888,Arrived,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376125   ,6300.00,Economy,51,7D,8E3E95,4859 335968,2017-01-23T23:03:00Z,25800.00
136660,Arrived,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376242   ,6300.00,Economy,78,7D,D1607D,4453 539420,2017-01-28T00:22:00Z,70800.00
136612,Arrived,2017-02-21T09:25:00Z,2017-02-21T10:15:00Z,2017-02-21T09:27:00Z,2017-02-21T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376478   ,6300.00,Economy,94,7D,2B7F6A,8071 418782,2017-01-27T22:14:00Z,91200.00
136857,Arrived,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432053792   ,6300.00,Economy,13,7E,337F12,9954 677690,2017-01-26T07:35:00Z,23900.00
136609,Arrived,2017-01-08T09:25:00Z,2017-01-08T10:15:00Z,2017-01-08T09:28:00Z,2017-01-08T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318363   ,6300.00,Economy,46,7E,64F896,4369 973243,2016-12-08T21:45:00Z,57500.00
136571,Arrived,2017-01-25T09:25:00Z,2017-01-25T10:15:00Z,2017-01-25T09:28:00Z,2017-01-25T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319477   ,6300.00,Economy,87,7E,DB14F5,8255 091129,2017-01-02T07:03:00Z,58100.00
136780,Arrived,2017-02-24T09:25:00Z,2017-02-24T10:15:00Z,2017-02-24T09:30:00Z,2017-02-24T10:20:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320765   ,6300.00,Economy,53,7E,C98458,3427 636374,2017-01-31T19:23:00Z,23400.00
136936,Arrived,2017-01-02T09:25:00Z,2017-01-02T10:15:00Z,2017-01-02T09:28:00Z,2017-01-02T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374384   ,6300.00,Economy,27,7E,24E457,1829 299331,2016-12-12T23:50:00Z,58200.00
136937,Arrived,2017-01-03T09:25:00Z,2017-01-03T10:15:00Z,2017-01-03T09:29:00Z,2017-01-03T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374378   ,6300.00,Economy,35,7E,600051,7248 988995,2016-12-13T12:38:00Z,90600.00
136733,Arrived,2017-01-09T09:25:00Z,2017-01-09T10:15:00Z,2017-01-09T09:27:00Z,2017-01-09T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374516   ,6300.00,Economy,34,7E,10AD5C,9354 876220,2016-12-10T16:07:00Z,77400.00
136855,Arrived,2017-01-11T09:25:00Z,2017-01-11T10:15:00Z,2017-01-11T12:07:00Z,2017-01-11T12:57:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374589   ,6300.00,Economy,76,7E,85CAD1,1475 403174,2016-12-16T20:48:00Z,25800.00
136781,Arrived,2017-01-14T09:25:00Z,2017-01-14T10:15:00Z,2017-01-14T09:26:00Z,2017-01-14T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374663   ,6300.00,Economy,15,7E,213EA7,4098 495196,2016-12-17T23:18:00Z,39000.00
136709,Arrived,2017-01-15T09:25:00Z,2017-01-15T10:15:00Z,2017-01-15T09:28:00Z,2017-01-15T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374807   ,6300.00,Economy,15,7E,9F149B,5381 408040,2016-12-22T06:22:00Z,25800.00
136841,Arrived,2017-02-07T09:25:00Z,2017-02-07T10:15:00Z,2017-02-07T09:25:00Z,2017-02-07T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375687   ,6300.00,Economy,26,7E,57363A,2696 052381,2017-01-07T13:51:00Z,58200.00
136755,Arrived,2017-01-21T09:25:00Z,2017-01-21T10:15:00Z,2017-01-21T09:30:00Z,2017-01-21T10:20:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375013   ,6300.00,Economy,39,7E,DBF6A6,1581 093527,2016-12-25T14:49:00Z,32400.00
136819,Arrived,2017-01-04T09:25:00Z,2017-01-04T10:15:00Z,2017-01-04T09:29:00Z,2017-01-04T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318376   ,6300.00,Economy,54,7E,CFE46D,9533 654032,2016-12-10T09:16:00Z,58100.00
136907,Arrived,2017-01-16T09:25:00Z,2017-01-16T10:15:00Z,2017-01-16T09:31:00Z,2017-01-16T10:22:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318855   ,6300.00,Economy,10,7E,9BED95,5388 468841,2016-12-15T22:06:00Z,36000.00
136871,Arrived,2017-01-13T09:25:00Z,2017-01-13T10:15:00Z,2017-01-13T09:28:00Z,2017-01-13T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318972   ,6300.00,Economy,32,7E,245F16,6717 754589,2016-12-23T21:48:00Z,23400.00
136600,Arrived,2017-02-08T09:25:00Z,2017-02-08T10:15:00Z,2017-02-08T09:26:00Z,2017-02-08T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375731   ,6300.00,Economy,22,7E,18810D,5286 654622,2017-01-09T08:18:00Z,25800.00
136767,Arrived,2017-01-23T09:25:00Z,2017-01-23T10:15:00Z,2017-01-23T09:27:00Z,2017-01-23T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319300   ,6300.00,Economy,79,7E,80E073,0257 983667,2016-12-30T14:14:00Z,58100.00
136838,Arrived,2017-01-24T09:25:00Z,2017-01-24T10:15:00Z,2017-01-24T09:30:00Z,2017-01-24T10:21:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319313   ,6300.00,Economy,17,7E,64156B,2264 989873,2016-12-23T15:00:00Z,70100.00
136666,Arrived,2017-02-09T09:25:00Z,2017-02-09T10:15:00Z,2017-02-09T09:26:00Z,2017-02-09T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375829   ,6300.00,Economy,32,7E,5471A4,3260 215013,2017-01-09T03:55:00Z,32400.00
136754,Arrived,2017-02-06T09:25:00Z,2017-02-06T10:15:00Z,2017-02-06T09:29:00Z,2017-02-06T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320017   ,6300.00,Economy,56,7E,298B2D,9239 377040,2017-01-12T21:15:00Z,23400.00
136620,Arrived,2017-02-17T09:25:00Z,2017-02-17T10:15:00Z,2017-02-17T09:30:00Z,2017-02-17T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432320520   ,6300.00,Economy,53,7E,F20358,1941 186475,2017-01-23T22:17:00Z,23400.00
136888,Arrived,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376151   ,6300.00,Economy,53,7E,3F3463,5912 711320,2017-01-24T20:03:00Z,26400.00
136778,Arrived,2017-02-22T09:25:00Z,2017-02-22T10:15:00Z,2017-02-22T09:26:00Z,2017-02-22T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376336   ,6300.00,Economy,9,7E,22632D,1102 053553,2017-01-29T21:34:00Z,65400.00
136660,Arrived,2017-02-20T09:25:00Z,2017-02-20T10:15:00Z,2017-02-20T09:26:00Z,2017-02-20T10:15:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376119   ,6300.00,Economy,42,7E,DE2A44,9796 341168,2017-01-24T11:59:00Z,32400.00
136807,Arrived,2017-02-23T09:25:00Z,2017-02-23T10:15:00Z,2017-02-23T09:28:00Z,2017-02-23T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376443   ,6300.00,Economy,31,7E,097BD9,1092 225499,2017-01-31T22:28:00Z,96600.00
136953,Arrived,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376599   ,6300.00,Economy,42,7E,BA1A94,8085 260585,2017-02-04T12:42:00Z,58200.00
136802,Arrived,2017-02-26T09:25:00Z,2017-02-26T10:15:00Z,2017-02-26T09:32:00Z,2017-02-26T10:22:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376497   ,6300.00,Economy,41,7E,FA9AE0,1713 756541,2017-01-28T21:15:00Z,25800.00
136649,Arrived,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,2017-01-18T09:25:00Z,2017-01-18T10:15:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374851   ,6300.00,Economy,2,7E,30F7C9,2100 259336,2016-12-21T13:47:00Z,25800.00
136869,Arrived,2017-01-31T09:25:00Z,2017-01-31T10:15:00Z,2017-01-31T09:26:00Z,2017-01-31T10:16:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375411   ,6300.00,Economy,62,7E,854D93,8388 696928,2017-01-06T23:59:00Z,70800.00
136900,Arrived,2017-02-01T09:25:00Z,2017-02-01T10:15:00Z,2017-02-01T09:30:00Z,2017-02-01T10:21:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375499   ,6300.00,Economy,13,7E,2C9041,6917 249888,2017-01-07T11:34:00Z,77400.00
136605,Arrived,2017-02-15T09:25:00Z,2017-02-15T10:15:00Z,2017-02-15T09:28:00Z,2017-02-15T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375936   ,6300.00,Economy,55,7E,374791,9178 649118,2017-01-18T16:47:00Z,96600.00
136630,Arrived,2017-02-25T09:25:00Z,2017-02-25T10:15:00Z,2017-02-25T09:32:00Z,2017-02-25T10:22:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432376540   ,6300.00,Economy,2,7E,158872,0070 249494,2017-02-01T08:20:00Z,38400.00
136861,Arrived,2017-02-12T09:25:00Z,2017-02-12T10:15:00Z,2017-02-12T09:28:00Z,2017-02-12T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375999   ,6300.00,Economy,4,7E,5609E9,3068 909921,2017-01-16T06:33:00Z,58200.00
136632,Arrived,2017-01-07T09:25:00Z,2017-01-07T10:15:00Z,2017-01-07T12:42:00Z,2017-01-07T13:33:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432053679   ,6300.00,Economy,21,7E,8ADE7F,3165 959129,2016-12-24T08:47:00Z,23400.00
136706,Arrived,2017-01-06T09:25:00Z,2017-01-06T10:15:00Z,2017-01-06T09:30:00Z,2017-01-06T10:20:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432053676   ,6300.00,Economy,67,7E,F3C911,2473 842860,2016-12-18T17:18:00Z,11700.00
136887,Arrived,2017-01-20T09:25:00Z,2017-01-20T10:15:00Z,2017-01-20T09:30:00Z,2017-01-20T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375068   ,6300.00,Economy,48,7E,56B11B,0354 727518,2016-12-24T22:16:00Z,26100.00
136951,Arrived,2017-02-02T09:25:00Z,2017-02-02T10:15:00Z,2017-02-02T09:28:00Z,2017-02-02T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375750   ,6300.00,Economy,88,7E,1F744C,9563 119516,2017-01-14T07:51:00Z,51900.00
136757,Arrived,2017-01-27T09:25:00Z,2017-01-27T10:15:00Z,2017-01-27T09:30:00Z,2017-01-27T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432053740   ,6300.00,Economy,30,7E,878804,0839 223453,2017-01-09T15:33:00Z,11700.00
136669,Arrived,2017-01-17T09:25:00Z,2017-01-17T10:15:00Z,2017-01-17T09:26:00Z,2017-01-17T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432375000   ,6300.00,Economy,89,7E,3F993E,9199 898116,2016-12-23T01:53:00Z,32700.00
136661,Arrived,2017-01-01T09:25:00Z,2017-01-01T10:15:00Z,2017-01-01T09:27:00Z,2017-01-01T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374302   ,6300.00,Economy,20,7E,982AE2,1469 021794,2016-12-06T23:35:00Z,84300.00
136586,Arrived,2017-01-10T09:25:00Z,2017-01-10T10:15:00Z,2017-01-10T09:28:00Z,2017-01-10T10:18:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432374578   ,6300.00,Economy,63,7E,BD4559,0263 345051,2016-12-17T12:06:00Z,25800.00
136758,Arrived,2017-01-12T09:25:00Z,2017-01-12T10:15:00Z,2017-01-12T09:26:00Z,2017-01-12T10:15:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432318869   ,6300.00,Economy,54,7E,C436A5,5382 101086,2016-12-18T23:56:00Z,23400.00
136927,Arrived,2017-01-22T09:25:00Z,2017-01-22T10:15:00Z,2017-01-22T09:28:00Z,2017-01-22T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319050   ,6300.00,Economy,8,7E,D3A1A1,1604 093726,2016-12-25T14:04:00Z,47400.00
136678,Arrived,2017-01-28T09:25:00Z,2017-01-28T10:15:00Z,2017-01-28T09:27:00Z,2017-01-28T10:17:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319504   ,6300.00,Economy,57,7E,4682ED,5186 078156,2017-01-02T20:26:00Z,23400.00
136729,Arrived,2017-01-29T09:25:00Z,2017-01-29T10:15:00Z,2017-01-29T09:29:00Z,2017-01-29T10:19:00Z,EGO,Belgorod,Europe/Moscow,Sukhoi Superjet-100,3000,5432319559   ,6300.00,Economy,43,7E,0FBC94,7264 829921,2017-01-05T17:20:00Z,23400.00
